instant,dteday,hr,weathersit,temp,atemp,hum,windspeed,cnt
471,2011/1/21,15,1,6.56,6.06,26,30.0026,65
472,2011/1/21,16,1,6.56,6.82,26,23.9994,97
473,2011/1/21,17,1,5.74,6.06,28,23.9994,161
474,2011/1/21,18,1,4.92,6.06,30,16.9979,120
475,2011/1/21,19,1,4.92,5.305,30,22.0028,96
476,2011/1/21,20,1,4.1,3.79,33,27.9993,53
477,2011/1/21,21,1,3.28,3.79,38,19.0012,41
478,2011/1/21,22,1,2.46,1.515,41,26.0027,34
479,2011/1/21,23,1,2.46,2.275,38,22.0028,27
480,2011/1/22,0,1,1.64,?,45,16.9979,13
481,2011/1/22,1,2,1.64,0,41,26.0027,12
482,2011/1/22,2,2,1.64,1.515,41,16.9979,11
483,2011/1/22,3,2,1.64,1.515,41,19.0012,7
484,2011/1/22,4,2,0.82,0.76,48,19.9995,3
485,2011/1/22,6,2,0.82,1.515,44,15.0013,2
486,2011/1/22,7,1,0.82,0.76,44,19.0012,8
487,2011/1/22,8,1,0.82,0,44,22.0028,27
488,2011/1/22,9,1,1.64,1.515,41,16.9979,40
489,2011/1/22,10,2,1.64,3.03,41,11.0014,53
490,2011/1/22,11,2,2.46,3.79,38,8.9981,63
491,2011/1/22,12,2,2.46,5.305,38,7.0015,70
492,2011/1/22,13,1,3.28,8.335,35,0,84
493,2011/1/22,14,1,4.1,6.82,33,7.0015,75
494,2011/1/22,15,1,4.92,7.575,28,0,103
495,2011/1/22,16,1,4.92,6.82,28,12.998,83
496,2011/1/22,17,1,4.92,9.85,28,0,67
497,2011/1/22,18,1,3.28,4.545,35,12.998,54
498,2011/1/22,19,1,3.28,5.305,35,8.9981,59
499,2011/1/22,20,1,2.46,3.79,45,11.0014,45
500,2011/1/22,21,1,2.46,5.305,41,6.0032,39
501,2011/1/22,22,1,2.46,7.575,49,0,30
502,2011/1/22,23,1,1.64,3.79,57,7.0015,33
503,2011/1/23,0,1,1.64,3.79,57,7.0015,22
504,2011/1/23,1,1,1.64,3.79,57,7.0015,13
505,2011/1/23,2,1,0.82,3.03,62,8.9981,18
506,2011/1/23,3,1,0.82,3.03,62,8.9981,5
507,2011/1/23,5,2,1.64,3.79,57,7.0015,3
508,2011/1/23,6,2,1.64,3.79,57,7.0015,1
509,2011/1/23,7,1,3.28,5.305,58,11.0014,2
510,2011/1/23,8,1,2.46,3.79,62,11.0014,19
511,2011/1/23,9,1,4.1,3.79,54,23.9994,28
512,2011/1/23,10,1,5.74,5.305,46,26.0027,58
513,2011/1/23,11,1,5.74,6.82,43,15.0013,99
514,2011/1/23,12,1,6.56,6.06,37,31.0009,116
515,2011/1/23,13,1,5.74,5.305,33,26.0027,87
516,2011/1/23,14,1,6.56,6.82,28,23.9994,110
517,2011/1/23,15,1,6.56,6.82,28,23.9994,77
518,2011/1/23,16,1,6.56,6.82,26,22.0028,65
519,2011/1/23,17,1,5.74,5.305,26,26.0027,55
520,2011/1/23,18,1,4.92,6.06,30,16.9979,49
521,2011/1/23,19,1,4.92,6.06,30,19.0012,50
522,2011/1/23,20,1,4.1,5.305,36,16.9979,35
523,2011/1/23,21,1,4.1,5.305,36,12.998,25
524,2011/1/23,22,1,3.28,4.545,38,12.998,28
525,2011/1/23,23,1,2.46,3.03,41,15.0013,21
526,2011/1/24,0,1,2.46,3.03,41,12.998,7
527,2011/1/24,1,1,1.64,2.275,45,12.998,1
528,2011/1/24,3,1,1.64,1.515,45,16.9979,1
529,2011/1/24,4,1,0.82,3.03,48,8.9981,1
530,2011/1/24,5,1,0.82,3.03,48,8.9981,5
531,2011/1/24,6,1,0.82,3.79,48,6.0032,15
532,2011/1/24,7,1,0.82,6.06,48,0,84
533,2011/1/24,8,1,1.64,6.82,49,0,177
534,2011/1/24,9,1,2.46,7.575,41,0,102
535,2011/1/24,10,1,4.1,6.82,42,0,40
536,2011/1/24,11,1,4.1,6.06,46,8.9981,46
537,2011/1/24,12,2,4.92,6.82,42,12.998,63
538,2011/1/24,13,2,5.74,6.82,43,15.0013,60
539,2011/1/24,14,2,5.74,6.82,46,15.0013,45
540,2011/1/24,15,1,6.56,8.335,40,11.0014,57
541,2011/1/24,16,1,6.56,7.575,47,16.9979,70
542,2011/1/24,17,1,5.74,6.06,50,16.9979,184
543,2011/1/24,18,1,5.74,6.82,59,12.998,153
544,2011/1/24,19,1,5.74,7.575,54,11.0014,106
545,2011/1/24,20,1,5.74,6.82,59,12.998,81
546,2011/1/24,21,1,5.74,7.575,63,11.0014,59
547,2011/1/24,22,2,5.74,6.82,63,15.0013,35
548,2011/1/24,23,2,6.56,7.575,64,16.9979,24
549,2011/1/25,0,2,6.56,6.82,69,19.0012,9
550,2011/1/25,1,2,6.56,8.335,69,11.0014,5
551,2011/1/25,2,1,6.56,7.575,69,15.0013,2
552,2011/1/25,4,1,5.74,8.335,74,7.0015,1
553,2011/1/25,5,1,5.74,6.82,74,15.0013,9
554,2011/1/25,6,1,6.56,9.09,74,7.0015,36
555,2011/1/25,7,1,6.56,7.575,74,15.0013,108
556,2011/1/25,8,2,6.56,9.09,74,8.9981,238
557,2011/1/25,9,2,8.2,11.365,64,6.0032,144
558,2011/1/25,10,2,9.02,12.12,60,7.0015,55
559,2011/1/25,11,2,9.84,12.12,60,8.9981,61
560,2011/1/25,12,2,10.66,14.395,56,6.0032,106
561,2011/1/25,13,2,10.66,13.635,56,8.9981,93
562,2011/1/25,14,2,12.3,16.665,45,0,68
563,2011/1/25,15,2,13.12,17.425,42,0,84
564,2011/1/25,16,2,13.12,17.425,42,0,116
565,2011/1/25,17,1,12.3,16.665,45,0,222
566,2011/1/25,18,2,12.3,15.91,49,6.0032,225
567,2011/1/25,19,2,10.66,12.88,65,11.0014,146
568,2011/1/25,20,1,9.84,11.365,65,12.998,119
569,2011/1/25,21,1,9.84,11.365,65,12.998,45
570,2011/1/25,22,1,9.02,11.365,64,11.0014,53
571,2011/1/25,23,2,9.02,11.365,64,11.0014,40
572,2011/1/26,0,2,9.02,11.365,69,8.9981,17
573,2011/1/26,1,2,9.84,12.12,65,8.9981,5
574,2011/1/26,2,3,9.02,11.365,69,12.998,10
575,2011/1/26,5,3,8.2,9.09,86,19.0012,1
576,2011/1/26,6,3,8.2,9.09,86,19.0012,8
577,2011/1/26,7,3,9.02,10.605,87,19.9995,30
578,2011/1/26,8,3,9.02,10.605,87,19.9995,72
579,2011/1/26,9,3,9.02,10.605,87,19.9995,58
580,2011/1/26,10,3,9.02,10.605,93,19.0012,28
581,2011/1/26,11,3,9.02,9.85,93,22.0028,41
582,2011/1/26,12,3,9.02,9.85,93,22.0028,48
583,2011/1/26,13,3,9.02,9.85,93,22.0028,47
584,2011/1/26,14,3,9.02,9.85,93,23.9994,36
585,2011/1/26,15,3,9.02,9.09,93,31.0009,43
586,2011/1/26,16,4,9.02,9.85,93,22.0028,36
587,2011/1/26,17,3,8.2,9.09,93,23.9994,26
588,2011/1/27,16,1,9.02,11.365,55,12.998,24
589,2011/1/27,17,1,9.02,12.12,55,7.0015,84
590,2011/1/27,18,1,8.2,11.365,69,6.0032,104
591,2011/1/27,19,1,8.2,11.365,69,6.0032,79
592,2011/1/27,20,1,7.38,10.605,74,6.0032,59
593,2011/1/27,21,1,7.38,10.605,74,6.0032,38
594,2011/1/27,22,1,7.38,10.605,74,6.0032,27
595,2011/1/27,23,1,7.38,9.85,80,11.0014,16
596,2011/1/28,0,2,8.2,10.605,75,8.9981,9
597,2011/1/28,1,2,8.2,10.605,75,8.9981,3
598,2011/1/28,2,2,8.2,10.605,75,11.0014,2
599,2011/1/28,3,2,8.2,11.365,75,7.0015,1
600,2011/1/28,5,2,7.38,10.605,80,7.0015,4
601,2011/1/28,6,2,7.38,9.85,80,8.9981,16
602,2011/1/28,7,2,6.56,9.85,86,6.0032,60
603,2011/1/28,8,2,6.56,9.85,86,6.0032,157
604,2011/1/28,9,3,7.38,10.605,86,6.0032,101
605,2011/1/28,10,3,7.38,10.605,86,7.0015,49
606,2011/1/28,11,3,7.38,10.605,93,7.0015,30
607,2011/1/28,12,3,7.38,10.605,93,7.0015,29
608,2011/1/28,13,3,7.38,10.605,93,7.0015,31
609,2011/1/28,14,3,9.02,13.635,80,0,38
610,2011/1/28,15,2,8.2,12.88,86,0,41
611,2011/1/28,16,1,9.02,13.635,80,0,80
612,2011/1/28,17,1,9.84,12.12,75,8.9981,149
613,2011/1/28,18,1,9.84,11.365,75,12.998,109
614,2011/1/28,19,2,9.84,12.12,75,8.9981,89
615,2011/1/28,20,2,9.84,11.365,70,12.998,62
616,2011/1/28,21,2,9.02,11.365,75,8.9981,58
617,2011/1/28,22,1,9.84,10.605,65,23.9994,26
618,2011/1/28,23,1,9.84,11.365,60,15.0013,23
619,2011/1/29,0,1,9.02,9.85,64,23.9994,28
620,2011/1/29,1,1,9.02,11.365,64,12.998,20
621,2011/1/29,2,1,9.02,11.365,64,11.0014,15
622,2011/1/29,3,1,8.2,10.605,64,8.9981,8
623,2011/1/29,4,1,6.56,9.09,69,7.0015,3
624,2011/1/29,6,1,6.56,9.09,64,8.9981,2
625,2011/1/29,7,1,6.56,9.09,59,7.0015,5
626,2011/1/29,8,1,7.38,9.85,55,11.0014,34
627,2011/1/29,9,1,7.38,10.605,59,6.0032,34
628,2011/1/29,10,2,7.38,10.605,64,7.0015,55
629,2011/1/29,11,2,7.38,9.85,64,8.9981,64
630,2011/1/29,12,2,8.2,9.85,59,12.998,78
631,2011/1/29,13,2,9.02,11.365,55,11.0014,65
632,2011/1/29,14,2,9.02,11.365,60,8.9981,99
633,2011/1/29,15,1,9.02,10.605,69,16.9979,120
634,2011/1/29,16,1,9.84,12.12,60,11.0014,107
635,2011/1/29,17,1,9.84,14.395,60,0,91
636,2011/1/29,18,1,9.02,11.365,69,8.9981,68
637,2011/1/29,19,2,9.02,10.605,69,16.9979,58
638,2011/1/29,20,1,7.38,10.605,74,6.0032,43
639,2011/1/29,21,1,7.38,10.605,74,6.0032,36
640,2011/1/29,22,1,6.56,9.85,80,6.0032,32
641,2011/1/29,23,1,6.56,9.85,80,6.0032,33
642,2011/1/30,0,1,6.56,9.09,80,7.0015,33
643,2011/1/30,1,1,5.74,10.605,80,0,29
644,2011/1/30,2,1,6.56,11.365,80,0,11
645,2011/1/30,3,1,5.74,10.605,93,0,8
646,2011/1/30,4,1,5.74,10.605,93,0,1
647,2011/1/30,5,1,5.74,10.605,86,0,3
648,2011/1/30,7,1,5.74,10.605,86,0,3
649,2011/1/30,8,2,5.74,10.605,86,0,12
650,2011/1/30,9,2,6.56,11.365,80,0,38
651,2011/1/30,10,2,7.38,12.12,80,0,64
652,2011/1/30,11,1,9.02,13.635,75,0,59
653,2011/1/30,12,1,12.3,15.91,52,7.0015,97
654,2011/1/30,13,1,11.48,14.395,61,7.0015,84
655,2011/1/30,14,1,11.48,15.15,61,6.0032,122
656,2011/1/30,15,1,12.3,16.665,56,0,109
657,2011/1/30,16,1,12.3,16.665,56,0,123
658,2011/1/30,17,1,12.3,14.395,56,12.998,77
659,2011/1/30,18,1,10.66,12.88,65,11.0014,65
660,2011/1/30,19,1,10.66,12.88,65,12.998,55
661,2011/1/30,20,2,10.66,13.635,65,7.0015,33
662,2011/1/30,21,2,9.84,12.12,70,11.0014,28
663,2011/1/30,22,2,9.84,11.365,70,12.998,21
664,2011/1/30,23,2,9.84,10.605,65,19.0012,21
665,2011/1/31,0,2,9.84,11.365,65,15.0013,7
666,2011/1/31,1,1,9.02,10.605,64,16.9979,7
667,2011/1/31,2,1,9.02,11.365,64,12.998,1
668,2011/1/31,3,1,9.02,11.365,64,12.998,2
669,2011/1/31,4,1,8.2,9.85,59,15.0013,2
670,2011/1/31,5,1,7.38,8.335,64,19.0012,8
671,2011/1/31,6,1,6.56,6.82,69,22.0028,37
672,2011/1/31,7,2,6.56,6.82,64,19.0012,72
673,2011/1/31,8,2,6.56,6.82,59,19.0012,185
674,2011/1/31,9,2,6.56,6.82,59,19.9995,112
675,2011/1/31,10,2,6.56,7.575,59,12.998,69
676,2011/1/31,11,2,6.56,7.575,59,12.998,48
677,2011/1/31,12,2,7.38,10.605,55,7.0015,68
678,2011/1/31,13,2,6.56,11.365,59,0,54
679,2011/1/31,14,2,7.38,9.85,55,8.9981,86
680,2011/1/31,15,2,6.56,9.09,59,8.9981,44
681,2011/1/31,16,2,6.56,9.09,56,12.998,86
682,2011/1/31,17,2,6.56,7.575,59,12.998,161
683,2011/1/31,18,2,6.56,7.575,55,15.0013,156
684,2011/1/31,19,1,12.3,15.91,61,7.0015,111
685,2011/1/31,20,3,6.56,8.335,59,11.0014,78
686,2011/1/31,21,3,6.56,9.85,59,6.0032,56
687,2011/1/31,22,2,6.56,9.09,59,7.0015,34
688,2011/1/31,23,2,6.56,9.85,64,6.0032,17
0,2011/1/00,0,0,0,0,0,0,38189
689,2011/2/1,0,2,6.56,9.09,64,7.0015,8
690,2011/2/1,1,2,6.56,9.09,69,7.0015,3
691,2011/2/1,2,2,6.56,11.365,69,0,2
692,2011/2/1,3,2,6.56,11.365,69,0,2
693,2011/2/1,5,3,5.74,10.605,93,0,3
694,2011/2/1,6,3,5.74,10.605,93,0,22
695,2011/2/1,7,3,6.56,11.365,93,0,52
696,2011/2/1,8,3,6.56,11.365,93,0,135
697,2011/2/1,9,2,6.56,11.365,93,0,116
698,2011/2/1,10,2,6.56,11.365,93,0,47
699,2011/2/1,11,2,7.38,12.12,86,0,51
700,2011/2/1,12,2,8.2,12.88,86,0,55
701,2011/2/1,13,2,8.2,12.88,86,0,52
702,2011/2/1,14,2,9.02,12.88,80,6.0032,54
703,2011/2/1,15,2,9.84,14.395,75,0,52
704,2011/2/1,16,2,9.84,12.12,75,8.9981,64
705,2011/2/1,17,2,9.84,14.395,75,0,176
706,2011/2/1,18,2,9.84,12.88,81,7.0015,168
707,2011/2/1,19,2,9.84,12.12,81,8.9981,108
708,2011/2/1,20,2,9.02,11.365,87,8.9981,74
709,2011/2/1,21,2,9.02,11.365,87,8.9981,64
710,2011/2/1,22,2,9.02,12.88,87,6.0032,36
711,2011/2/1,23,3,8.2,9.85,93,12.998,16
712,2011/2/2,0,3,9.02,12.12,93,7.0015,2
713,2011/2/2,1,3,9.02,11.365,93,12.998,3
714,2011/2/2,2,3,9.02,11.365,93,8.9981,4
715,2011/2/2,3,3,9.02,11.365,93,8.9981,1
716,2011/2/2,4,3,9.02,10.605,93,19.0012,1
717,2011/2/2,5,3,9.02,12.12,93,7.0015,3
718,2011/2/2,6,3,9.02,12.12,93,7.0015,18
719,2011/2/2,7,3,9.02,10.605,93,15.0013,49
720,2011/2/2,8,3,9.02,10.605,93,15.0013,155
721,2011/2/2,9,2,9.84,12.88,93,6.0032,123
722,2011/2/2,10,2,9.02,13.635,100,0,61
723,2011/2/2,11,2,9.84,11.365,93,12.998,52
724,2011/2/2,12,2,9.84,11.365,93,15.0013,64
725,2011/2/2,13,1,13.94,16.665,93,11.0014,75
726,2011/2/2,14,1,15.58,19.695,82,26.0027,63
727,2011/2/2,15,1,15.58,19.695,76,22.0028,76
728,2011/2/2,16,1,14.76,16.665,71,19.9995,103
729,2011/2/2,17,1,14.76,15.91,53,35.0008,190
730,2011/2/2,18,1,13.94,14.395,42,36.9974,182
731,2011/2/2,19,1,11.48,12.12,45,32.9975,91
732,2011/2/2,20,1,9.84,9.85,48,36.9974,75
733,2011/2/2,21,1,9.02,9.85,47,22.0028,63
734,2011/2/2,22,1,9.02,10.605,44,16.9979,40
735,2011/2/2,23,1,8.2,8.335,44,30.0026,32
736,2011/2/3,0,1,8.2,8.335,40,30.0026,12
737,2011/2/3,1,1,8.2,7.575,44,35.0008,5
738,2011/2/3,2,1,7.38,8.335,43,16.9979,2
739,2011/2/3,3,1,7.38,8.335,43,16.9979,1
740,2011/2/3,5,1,6.56,6.82,50,19.9995,2
741,2011/2/3,6,1,6.56,6.82,43,23.9994,39
742,2011/2/3,7,1,5.74,6.06,50,22.0028,87
743,2011/2/3,8,1,5.74,6.06,50,23.9994,188
744,2011/2/3,9,1,6.56,6.82,47,19.9995,133
745,2011/2/3,10,1,7.38,7.575,43,22.0028,52
746,2011/2/3,11,1,7.38,6.82,43,30.0026,64
747,2011/2/3,12,1,8.2,9.09,40,23.9994,69
748,2011/2/3,13,1,8.2,8.335,40,27.9993,51
749,2011/2/3,14,1,9.02,9.85,37,26.0027,47
750,2011/2/3,15,1,9.02,9.85,37,22.0028,60
751,2011/2/3,16,1,9.02,10.605,37,16.9979,78
752,2011/2/3,17,1,8.2,9.85,40,12.998,175
753,2011/2/3,18,1,8.2,10.605,40,11.0014,147
754,2011/2/3,19,1,8.2,12.88,40,0,96
755,2011/2/3,20,1,8.2,11.365,47,6.0032,109
756,2011/2/3,21,1,7.38,10.605,55,7.0015,54
757,2011/2/3,22,1,7.38,10.605,51,6.0032,41
758,2011/2/3,23,1,8.2,11.365,47,7.0015,38
759,2011/2/4,0,2,8.2,12.88,44,0,13
760,2011/2/4,1,2,6.56,11.365,59,0,7
761,2011/2/4,2,2,5.74,8.335,63,7.0015,1
762,2011/2/4,3,2,5.74,8.335,63,7.0015,1
763,2011/2/4,5,2,5.74,7.575,63,8.9981,7
764,2011/2/4,6,2,6.56,11.365,55,0,28
765,2011/2/4,7,1,5.74,10.605,59,0,87
766,2011/2/4,8,1,5.74,7.575,74,8.9981,220
767,2011/2/4,9,2,6.56,9.09,80,8.9981,127
768,2011/2/4,10,2,8.2,10.605,51,8.9981,51
769,2011/2/4,11,1,9.02,11.365,51,11.0014,64
770,2011/2/4,12,2,9.84,12.12,48,11.0014,86
771,2011/2/4,13,2,10.66,12.88,50,15.0013,82
772,2011/2/4,14,2,11.48,13.635,45,11.0014,91
773,2011/2/4,15,2,11.48,13.635,48,16.9979,90
774,2011/2/4,16,2,12.3,14.395,42,15.0013,99
775,2011/2/4,17,2,10.66,13.635,56,8.9981,205
776,2011/2/4,18,2,9.84,12.88,60,7.0015,155
777,2011/2/4,19,2,9.84,12.12,65,8.9981,103
778,2011/2/4,20,2,9.84,12.12,65,11.0014,71
779,2011/2/4,21,2,9.84,12.12,70,11.0014,43
780,2011/2/4,22,2,9.84,12.12,65,11.0014,46
781,2011/2/4,23,2,9.84,12.12,70,8.9981,31
782,2011/2/5,0,2,9.84,12.12,70,11.0014,39
783,2011/2/5,1,2,9.84,12.12,65,11.0014,18
784,2011/2/5,2,2,9.84,12.12,75,11.0014,17
785,2011/2/5,3,2,9.84,12.12,75,11.0014,11
786,2011/2/5,4,3,9.02,11.365,93,8.9981,8
787,2011/2/5,5,3,8.2,11.365,100,6.0032,9
788,2011/2/5,6,3,8.2,12.88,100,0,4
789,2011/2/5,7,3,9.02,12.88,93,6.0032,4
790,2011/2/5,8,3,8.2,11.365,100,6.0032,10
791,2011/2/5,9,3,8.2,11.365,100,6.0032,20
792,2011/2/5,10,3,8.2,10.605,100,8.9981,34
793,2011/2/5,11,3,9.02,11.365,100,8.9981,47
794,2011/2/5,12,3,9.02,11.365,100,11.0014,52
795,2011/2/5,13,3,9.02,11.365,100,11.0014,72
796,2011/2/5,14,3,9.02,13.635,100,0,55
797,2011/2/5,15,3,9.02,13.635,100,0,60
798,2011/2/5,16,3,9.02,11.365,100,8.9981,71
799,2011/2/5,17,2,9.84,10.605,100,19.0012,78
800,2011/2/5,18,2,11.48,12.12,93,30.0026,83
801,2011/2/5,19,2,11.48,12.12,93,30.0026,84
802,2011/2/5,20,1,12.3,14.395,87,16.9979,69
803,2011/2/5,21,1,10.66,12.88,100,12.998,56
804,2011/2/5,22,1,10.66,13.635,93,8.9981,45
805,2011/2/5,23,1,10.66,12.88,93,15.0013,59
806,2011/2/6,0,1,10.66,12.88,70,12.998,39
807,2011/2/6,1,1,10.66,11.365,65,27.9993,44
808,2011/2/6,2,1,10.66,11.365,60,22.0028,20
809,2011/2/6,3,1,10.66,14.395,60,6.0032,13
810,2011/2/6,4,1,10.66,11.365,60,23.9994,2
811,2011/2/6,5,1,10.66,12.88,60,15.0013,1
812,2011/2/6,6,1,10.66,12.88,60,15.0013,1
813,2011/2/6,7,1,9.84,12.12,65,11.0014,8
814,2011/2/6,8,1,9.84,12.88,65,7.0015,23
815,2011/2/6,9,1,11.48,14.395,56,7.0015,45
816,2011/2/6,10,1,12.3,14.395,52,16.9979,89
817,2011/2/6,11,1,13.12,15.15,49,16.9979,117
818,2011/2/6,12,1,13.94,16.665,46,0,174
819,2011/2/6,13,1,13.94,18.18,46,0,182
820,2011/2/6,14,1,13.94,17.425,46,6.0032,161
821,2011/2/6,15,1,13.94,17.425,46,6.0032,182
822,2011/2/6,16,1,13.94,17.425,49,7.0015,157
823,2011/2/6,17,1,13.94,18.18,46,0,121
824,2011/2/6,18,1,12.3,15.15,56,11.0014,78
825,2011/2/6,19,1,11.48,14.395,61,8.9981,21
826,2011/2/6,20,1,11.48,14.395,61,7.0015,26
827,2011/2/6,21,1,10.66,15.15,60,0,27
828,2011/2/6,22,1,10.66,15.15,60,0,62
829,2011/2/6,23,1,9.84,14.395,65,0,30
830,2011/2/7,0,1,9.84,14.395,65,0,15
831,2011/2/7,1,1,9.02,13.635,75,0,5
832,2011/2/7,2,1,8.2,12.88,80,0,3
833,2011/2/7,3,1,8.2,12.88,86,0,1
834,2011/2/7,4,1,8.2,12.88,86,0,2
835,2011/2/7,5,1,8.2,12.88,86,0,10
836,2011/2/7,6,1,7.38,12.12,93,0,30
837,2011/2/7,7,1,7.38,12.12,86,0,95
838,2011/2/7,8,2,6.56,11.365,100,0,230
839,2011/2/7,9,1,9.02,13.635,80,0,118
840,2011/2/7,10,1,9.84,12.88,75,7.0015,55
841,2011/2/7,11,1,12.3,15.91,65,6.0032,47
842,2011/2/7,12,2,13.12,17.425,62,0,66
843,2011/2/7,13,2,14.76,18.18,57,6.0032,64
844,2011/2/7,14,2,14.76,18.18,57,6.0032,60
845,2011/2/7,15,2,15.58,19.695,54,6.0032,50
846,2011/2/7,16,2,14.76,17.425,57,8.9981,114
847,2011/2/7,17,2,13.12,15.91,70,11.0014,216
848,2011/2/7,18,2,13.94,16.665,66,8.9981,175
849,2011/2/7,19,2,13.12,17.425,70,0,128
850,2011/2/7,20,2,13.12,16.665,70,7.0015,88
851,2011/2/7,21,1,13.12,17.425,70,0,78
852,2011/2/7,22,1,11.48,15.15,81,6.0032,37
853,2011/2/7,23,2,12.3,16.665,81,0,25
854,2011/2/8,0,2,11.48,15.91,87,0,10
855,2011/2/8,1,2,11.48,15.91,87,0,4
856,2011/2/8,2,2,10.66,13.635,93,7.0015,2
857,2011/2/8,3,3,11.48,13.635,93,11.0014,1
858,2011/2/8,4,1,10.66,12.88,93,11.0014,3
859,2011/2/8,5,1,10.66,11.365,81,22.0028,2
860,2011/2/8,6,1,10.66,11.365,70,22.0028,39
861,2011/2/8,7,1,9.84,9.85,65,27.9993,100
862,2011/2/8,8,1,9.84,9.85,56,32.9975,243
863,2011/2/8,9,1,9.84,9.85,52,32.9975,135
864,2011/2/8,10,1,9.02,9.09,47,36.9974,48
865,2011/2/8,11,1,9.02,9.09,47,31.0009,50
866,2011/2/8,12,1,9.84,9.85,38,32.9975,65
867,2011/2/8,13,2,9.84,9.85,32,30.0026,50
868,2011/2/8,14,1,9.02,9.85,37,27.9993,64
869,2011/2/8,15,1,9.02,9.85,35,26.0027,51
870,2011/2/8,16,1,9.02,9.09,35,35.0008,83
871,2011/2/8,17,1,9.02,9.09,32,39.0007,176
872,2011/2/8,18,1,8.2,9.09,32,26.0027,152
873,2011/2/8,19,1,6.56,6.06,40,31.0009,101
874,2011/2/8,20,1,6.56,6.82,40,22.0028,56
875,2011/2/8,21,1,5.74,5.305,33,31.0009,54
876,2011/2/8,22,1,4.92,5.305,33,23.9994,29
877,2011/2/8,23,1,4.92,5.305,33,22.0028,12
878,2011/2/9,0,1,4.1,3.79,36,23.9994,17
879,2011/2/9,1,1,4.1,5.305,36,15.0013,7
880,2011/2/9,2,1,3.28,3.79,38,19.0012,3
881,2011/2/9,3,1,2.46,3.79,45,8.9981,2
882,2011/2/9,5,1,2.46,5.305,45,7.0015,7
883,2011/2/9,6,1,2.46,7.575,45,0,43
884,2011/2/9,7,1,2.46,5.305,49,7.0015,99
885,2011/2/9,8,1,4.1,6.82,42,0,199
886,2011/2/9,9,1,4.92,6.82,39,11.0014,123
887,2011/2/9,10,1,5.74,9.09,36,0,59
888,2011/2/9,11,2,5.74,7.575,43,11.0014,41
889,2011/2/9,12,2,7.38,9.09,40,15.0013,61
890,2011/2/9,13,1,7.38,8.335,40,16.9979,69
891,2011/2/9,14,1,8.2,9.09,34,19.9995,58
892,2011/2/9,15,2,8.2,9.09,34,19.0012,64
893,2011/2/9,16,2,8.2,9.85,37,16.9979,79
894,2011/2/9,17,2,8.2,9.85,34,16.9979,166
895,2011/2/9,18,2,7.38,8.335,47,19.9995,170
896,2011/2/9,19,3,5.74,6.06,86,16.9979,88
897,2011/2/9,20,3,5.74,7.575,86,11.0014,84
898,2011/2/9,21,2,5.74,7.575,86,11.0014,83
899,2011/2/9,22,3,6.56,8.335,80,11.0014,46
900,2011/2/9,23,3,6.56,7.575,80,12.998,37
901,2011/2/10,0,3,5.74,6.82,86,12.998,16
902,2011/2/10,1,3,5.74,7.575,80,8.9981,7
903,2011/2/10,2,3,5.74,7.575,80,8.9981,3
904,2011/2/10,4,2,5.74,6.82,59,15.0013,1
905,2011/2/10,5,2,4.92,6.06,50,15.0013,6
906,2011/2/10,6,2,4.92,6.06,54,19.0012,26
907,2011/2/10,7,1,4.1,3.79,50,27.9993,99
908,2011/2/10,8,1,4.1,3.79,49,22.0028,178
909,2011/2/10,9,1,4.92,5.305,42,23.9994,122
910,2011/2/10,10,1,4.92,5.305,42,19.9995,35
911,2011/2/10,11,1,5.74,6.06,39,23.9994,45
912,2011/2/10,12,1,6.56,6.82,34,26.0027,69
913,2011/2/10,13,1,7.38,8.335,29,19.9995,62
914,2011/2/10,14,1,8.2,9.09,27,19.0012,48
915,2011/2/10,15,1,8.2,9.85,25,16.9979,50
916,2011/2/10,16,1,8.2,9.09,27,19.9995,80
917,2011/2/10,17,1,7.38,9.09,26,12.998,165
918,2011/2/10,18,1,6.56,9.09,28,8.9981,160
919,2011/2/10,19,1,5.74,8.335,28,7.0015,112
920,2011/2/10,20,1,5.74,9.09,31,6.0032,97
921,2011/2/10,21,1,5.74,10.605,39,0,72
922,2011/2/10,22,1,4.92,9.85,39,0,51
923,2011/2/10,23,1,4.92,7.575,42,7.0015,34
924,2011/2/11,0,1,4.1,6.82,49,7.0015,14
925,2011/2/11,1,1,4.1,6.82,54,6.0032,7
926,2011/2/11,2,1,4.1,6.82,54,6.0032,3
927,2011/2/11,5,1,3.28,6.06,63,6.0032,4
928,2011/2/11,6,1,4.1,9.09,68,0,24
929,2011/2/11,7,1,3.28,8.335,73,0,74
930,2011/2/11,8,1,4.1,6.06,74,11.0014,216
931,2011/2/11,9,1,4.92,6.06,74,15.0013,140
932,2011/2/11,10,1,5.74,6.82,69,12.998,44
933,2011/2/11,11,1,9.02,11.365,47,8.9981,64
934,2011/2/11,12,1,9.02,11.365,47,8.9981,71
935,2011/2/11,13,1,9.84,11.365,35,12.998,110
936,2011/2/11,14,1,12.3,14.395,26,16.9979,84
937,2011/2/11,15,1,13.12,15.91,21,11.0014,74
938,2011/2/11,16,1,12.3,14.395,28,12.998,125
939,2011/2/11,17,1,12.3,16.665,24,0,211
940,2011/2/11,18,1,11.48,15.91,28,0,174
941,2011/2/11,19,1,10.66,15.15,33,0,101
942,2011/2/11,20,1,9.02,11.365,55,8.9981,63
943,2011/2/11,21,1,8.2,10.605,59,8.9981,47
944,2011/2/11,22,1,8.2,11.365,64,6.0032,43
