instant,dteday,hr,weathersit,temp,atemp,hum,windspeed,season,holiday,weekday,workingday,cnt
373,2011/1/17,0,2,8.2,9.85,47,15.0013,1,1,1,0,17
374,2011/1/17,1,2,8.2,9.85,44,12.998,1,1,1,0,16
375,2011/1/17,2,2,7.38,8.335,43,16.9979,1,1,1,0,8
376,2011/1/17,3,2,7.38,9.09,43,12.998,1,1,1,0,2
377,2011/1/17,4,2,7.38,9.85,43,8.9981,1,1,1,0,3
378,2011/1/17,5,2,7.38,9.85,43,11.0014,1,1,1,0,1
379,2011/1/17,6,2,7.38,9.09,43,12.998,1,1,1,0,5
380,2011/1/17,7,2,6.56,9.09,50,8.9981,1,1,1,0,13
381,2011/1/17,8,2,6.56,7.575,47,15.0013,1,1,1,0,33
382,2011/1/17,9,2,6.56,7.575,47,15.0013,1,1,1,0,47
383,2011/1/17,10,2,6.56,7.575,50,16.9979,1,1,1,0,57
384,2011/1/17,11,2,6.56,7.575,55,12.998,1,1,1,0,64
385,2011/1/17,12,2,7.38,9.85,47,8.9981,1,1,1,0,80
386,2011/1/17,13,2,7.38,9.85,47,8.9981,1,1,1,0,93
387,2011/1/17,14,2,7.38,10.605,43,7.0015,1,1,1,0,86
388,2011/1/17,15,2,8.2,10.605,47,11.0014,1,1,1,0,93
389,2011/1/17,16,2,8.2,10.605,47,11.0014,1,1,1,0,82
390,2011/1/17,17,1,8.2,9.85,51,12.998,1,1,1,0,71
391,2011/1/17,18,2,7.38,8.335,55,16.9979,1,1,1,0,92
392,2011/1/17,19,3,7.38,9.09,59,12.998,1,1,1,0,60
393,2011/1/17,20,3,6.56,7.575,80,12.998,1,1,1,0,33
394,2011/1/17,21,3,6.56,7.575,80,12.998,1,1,1,0,27
395,2011/1/17,22,3,5.74,6.06,93,16.9979,1,1,1,0,13
396,2011/1/17,23,3,6.56,6.82,86,19.0012,1,1,1,0,4
397,2011/1/18,12,2,8.2,9.09,86,22.0028,1,0,2,1,3
398,2011/1/18,13,2,8.2,9.85,86,15.0013,1,0,2,1,22
399,2011/1/18,14,2,9.02,11.365,80,11.0014,1,0,2,1,28
400,2011/1/18,15,2,9.02,11.365,87,11.0014,1,0,2,1,35
401,2011/1/18,16,2,9.02,11.365,87,12.998,1,0,2,1,61
402,2011/1/18,17,2,9.02,11.365,82,12.998,1,0,2,1,125
403,2011/1/18,18,2,9.02,11.365,80,11.0014,1,0,2,1,133
404,2011/1/18,19,2,9.02,11.365,80,8.9981,1,0,2,1,99
405,2011/1/18,20,2,9.02,13.635,87,0,1,0,2,1,83
406,2011/1/18,21,2,9.02,12.12,93,7.0015,1,0,2,1,41
407,2011/1/18,22,2,9.02,12.88,93,6.0032,1,0,2,1,33
408,2011/1/18,23,2,9.02,13.635,93,0,1,0,2,1,20
409,2011/1/19,0,2,9.02,13.635,93,0,1,0,3,1,3
410,2011/1/19,1,3,9.02,11.365,93,8.9981,1,0,3,1,7
411,2011/1/19,2,3,9.02,11.365,93,8.9981,1,0,3,1,3
412,2011/1/19,4,3,9.02,11.365,93,8.9981,1,0,3,1,2
413,2011/1/19,5,2,9.02,12.88,93,6.0032,1,0,3,1,7
414,2011/1/19,6,2,9.02,12.88,93,6.0032,1,0,3,1,32
415,2011/1/19,7,2,9.84,12.88,92,7.0015,1,0,3,1,90
416,2011/1/19,8,2,9.84,12.88,93,7.0015,1,0,3,1,197
417,2011/1/19,9,2,9.84,12.88,93,7.0015,1,0,3,1,109
418,2011/1/19,10,2,10.66,13.635,93,8.9981,1,0,3,1,47
419,2011/1/19,11,2,11.48,15.15,87,6.0032,1,0,3,1,52
420,2011/1/19,12,2,12.3,15.91,81,6.0032,1,0,3,1,70
421,2011/1/19,13,1,16.4,20.455,62,19.0012,1,0,3,1,78
422,2011/1/19,14,1,16.4,20.455,58,16.9979,1,0,3,1,75
423,2011/1/19,15,1,16.4,20.455,54,19.0012,1,0,3,1,82
424,2011/1/19,16,1,15.58,19.695,58,26.0027,1,0,3,1,104
425,2011/1/19,17,1,14.76,16.665,57,22.0028,1,0,3,1,197
426,2011/1/19,18,1,13.94,15.91,61,19.0012,1,0,3,1,161
427,2011/1/19,19,1,13.12,14.395,57,27.9993,1,0,3,1,112
428,2011/1/19,20,1,13.12,15.15,49,19.9995,1,0,3,1,76
429,2011/1/19,21,1,13.12,14.395,49,27.9993,1,0,3,1,59
430,2011/1/19,22,1,12.3,15.15,52,11.0014,1,0,3,1,59
431,2011/1/19,23,1,12.3,13.635,52,31.0009,1,0,3,1,28
432,2011/1/20,0,1,10.66,11.365,56,26.0027,1,0,4,1,13
433,2011/1/20,1,1,10.66,13.635,56,0,1,0,4,1,5
434,2011/1/20,2,1,10.66,13.635,56,0,1,0,4,1,2
435,2011/1/20,3,1,10.66,12.88,56,11.0014,1,0,4,1,1
436,2011/1/20,4,1,10.66,12.88,56,11.0014,1,0,4,1,1
437,2011/1/20,5,1,9.84,11.365,60,15.0013,1,0,4,1,6
438,2011/1/20,6,1,9.02,10.605,60,15.0013,1,0,4,1,35
439,2011/1/20,7,1,9.02,10.605,55,15.0013,1,0,4,1,101
440,2011/1/20,8,1,9.02,10.605,55,19.0012,1,0,4,1,249
441,2011/1/20,9,2,9.84,11.365,52,15.0013,1,0,4,1,143
442,2011/1/20,10,1,10.66,11.365,48,19.9995,1,0,4,1,57
443,2011/1/20,11,2,11.48,13.635,45,11.0014,1,0,4,1,68
444,2011/1/20,12,2,12.3,16.665,42,0,1,0,4,1,84
445,2011/1/20,13,2,11.48,14.395,45,7.0015,1,0,4,1,98
446,2011/1/20,14,2,12.3,15.15,45,8.9981,1,0,4,1,81
447,2011/1/20,15,2,13.12,15.91,45,12.998,1,0,4,1,70
448,2011/1/20,16,2,12.3,15.15,49,8.9981,1,0,4,1,91
449,2011/1/20,17,2,12.3,15.91,49,7.0015,1,0,4,1,215
450,2011/1/20,18,2,10.66,12.88,56,12.998,1,0,4,1,185
451,2011/1/20,19,1,10.66,11.365,56,22.0028,1,0,4,1,152
452,2011/1/20,20,2,10.66,12.12,60,19.0012,1,0,4,1,126
453,2011/1/20,21,2,9.84,11.365,60,16.9979,1,0,4,1,57
454,2011/1/20,22,2,9.84,10.605,65,19.0012,1,0,4,1,56
455,2011/1/20,23,2,9.84,10.605,65,22.0028,1,0,4,1,31
456,2011/1/21,0,2,9.84,11.365,70,16.9979,1,0,5,1,21
457,2011/1/21,1,2,9.84,11.365,70,16.9979,1,0,5,1,6
458,2011/1/21,2,3,9.84,12.12,75,11.0014,1,0,5,1,2
459,2011/1/21,3,3,9.02,10.605,80,19.9995,1,0,5,1,1
460,2011/1/21,4,2,9.02,12.88,87,6.0032,1,0,5,1,1
461,2011/1/21,5,1,9.84,9.85,60,27.9993,1,0,5,1,5
462,2011/1/21,6,1,9.02,10.605,55,16.9979,1,0,5,1,27
463,2011/1/21,7,1,8.2,9.09,51,19.0012,1,0,5,1,68
464,2011/1/21,8,1,8.2,9.09,47,22.0028,1,0,5,1,217
465,2011/1/21,9,1,8.2,9.09,51,23.9994,1,0,5,1,166
466,2011/1/21,10,1,8.2,8.335,47,31.0009,1,0,5,1,63
467,2011/1/21,11,1,9.02,9.09,41,31.0009,1,0,5,1,59
468,2011/1/21,12,1,9.02,9.09,27,39.0007,1,0,5,1,78
469,2011/1/21,13,1,8.2,7.575,21,39.0007,1,0,5,1,73
470,2011/1/21,14,1,8.2,7.575,25,35.0008,1,0,5,1,62
471,2011/1/21,15,1,6.56,6.06,26,30.0026,1,0,5,1,65
472,2011/1/21,16,1,6.56,6.82,26,23.9994,1,0,5,1,97
473,2011/1/21,17,1,5.74,6.06,28,23.9994,1,0,5,1,161
474,2011/1/21,18,1,4.92,6.06,30,16.9979,1,0,5,1,120
475,2011/1/21,19,1,4.92,5.305,30,22.0028,1,0,5,1,96
476,2011/1/21,20,1,4.1,3.79,33,27.9993,1,0,5,1,53
477,2011/1/21,21,1,3.28,3.79,38,19.0012,1,0,5,1,41
478,2011/1/21,22,1,2.46,1.515,41,26.0027,1,0,5,1,34
479,2011/1/21,23,1,2.46,2.275,38,22.0028,1,0,5,1,27
481,2011/1/22,1,2,1.64,0,41,26.0027,1,0,6,0,12
482,2011/1/22,2,2,1.64,1.515,41,16.9979,1,0,6,0,11
483,2011/1/22,3,2,1.64,1.515,41,19.0012,1,0,6,0,7
484,2011/1/22,4,2,0.82,0.76,48,19.9995,1,0,6,0,3
485,2011/1/22,6,2,0.82,1.515,44,15.0013,1,0,6,0,2
486,2011/1/22,7,1,0.82,0.76,44,19.0012,1,0,6,0,8
487,2011/1/22,8,1,0.82,0,44,22.0028,1,0,6,0,27
488,2011/1/22,9,1,1.64,1.515,41,16.9979,1,0,6,0,40
489,2011/1/22,10,2,1.64,3.03,41,11.0014,1,0,6,0,53
490,2011/1/22,11,2,2.46,3.79,38,8.9981,1,0,6,0,63
491,2011/1/22,12,2,2.46,5.305,38,7.0015,1,0,6,0,70
492,2011/1/22,13,1,3.28,8.335,35,0,1,0,6,0,84
493,2011/1/22,14,1,4.1,6.82,33,7.0015,1,0,6,0,75
494,2011/1/22,15,1,4.92,7.575,28,0,1,0,6,0,103
495,2011/1/22,16,1,4.92,6.82,28,12.998,1,0,6,0,83
496,2011/1/22,17,1,4.92,9.85,28,0,1,0,6,0,67
497,2011/1/22,18,1,3.28,4.545,35,12.998,1,0,6,0,54
498,2011/1/22,19,1,3.28,5.305,35,8.9981,1,0,6,0,59
499,2011/1/22,20,1,2.46,3.79,45,11.0014,1,0,6,0,45
500,2011/1/22,21,1,2.46,5.305,41,6.0032,1,0,6,0,39
501,2011/1/22,22,1,2.46,7.575,49,0,1,0,6,0,30
502,2011/1/22,23,1,1.64,3.79,57,7.0015,1,0,6,0,33
503,2011/1/23,0,1,1.64,3.79,57,7.0015,1,0,0,0,22
504,2011/1/23,1,1,1.64,3.79,57,7.0015,1,0,0,0,13
505,2011/1/23,2,1,0.82,3.03,62,8.9981,1,0,0,0,18
506,2011/1/23,3,1,0.82,3.03,62,8.9981,1,0,0,0,5
507,2011/1/23,5,2,1.64,3.79,57,7.0015,1,0,0,0,3
508,2011/1/23,6,2,1.64,3.79,57,7.0015,1,0,0,0,1
509,2011/1/23,7,1,3.28,5.305,58,11.0014,1,0,0,0,2
510,2011/1/23,8,1,2.46,3.79,62,11.0014,1,0,0,0,19
511,2011/1/23,9,1,4.1,3.79,54,23.9994,1,0,0,0,28
512,2011/1/23,10,1,5.74,5.305,46,26.0027,1,0,0,0,58
513,2011/1/23,11,1,5.74,6.82,43,15.0013,1,0,0,0,99
514,2011/1/23,12,1,6.56,6.06,37,31.0009,1,0,0,0,116
515,2011/1/23,13,1,5.74,5.305,33,26.0027,1,0,0,0,87
516,2011/1/23,14,1,6.56,6.82,28,23.9994,1,0,0,0,110
517,2011/1/23,15,1,6.56,6.82,28,23.9994,1,0,0,0,77
518,2011/1/23,16,1,6.56,6.82,26,22.0028,1,0,0,0,65
519,2011/1/23,17,1,5.74,5.305,26,26.0027,1,0,0,0,55
520,2011/1/23,18,1,4.92,6.06,30,16.9979,1,0,0,0,49
521,2011/1/23,19,1,4.92,6.06,30,19.0012,1,0,0,0,50
522,2011/1/23,20,1,4.1,5.305,36,16.9979,1,0,0,0,35
523,2011/1/23,21,1,4.1,5.305,36,12.998,1,0,0,0,25
524,2011/1/23,22,1,3.28,4.545,38,12.998,1,0,0,0,28
525,2011/1/23,23,1,2.46,3.03,41,15.0013,1,0,0,0,21
526,2011/1/24,0,1,2.46,3.03,41,12.998,1,0,1,1,7
527,2011/1/24,1,1,1.64,2.275,45,12.998,1,0,1,1,1
528,2011/1/24,3,1,1.64,1.515,45,16.9979,1,0,1,1,1
529,2011/1/24,4,1,0.82,3.03,48,8.9981,1,0,1,1,1
530,2011/1/24,5,1,0.82,3.03,48,8.9981,1,0,1,1,5
531,2011/1/24,6,1,0.82,3.79,48,6.0032,1,0,1,1,15
532,2011/1/24,7,1,0.82,6.06,48,0,1,0,1,1,84
533,2011/1/24,8,1,1.64,6.82,49,0,1,0,1,1,177
534,2011/1/24,9,1,2.46,7.575,41,0,1,0,1,1,102
535,2011/1/24,10,1,4.1,6.82,42,0,1,0,1,1,40
536,2011/1/24,11,1,4.1,6.06,46,8.9981,1,0,1,1,46
537,2011/1/24,12,2,4.92,6.82,42,12.998,1,0,1,1,63
538,2011/1/24,13,2,5.74,6.82,43,15.0013,1,0,1,1,60
539,2011/1/24,14,2,5.74,6.82,46,15.0013,1,0,1,1,45
540,2011/1/24,15,1,6.56,8.335,40,11.0014,1,0,1,1,57
541,2011/1/24,16,1,6.56,7.575,47,16.9979,1,0,1,1,70
542,2011/1/24,17,1,5.74,6.06,50,16.9979,1,0,1,1,184
543,2011/1/24,18,1,5.74,6.82,59,12.998,1,0,1,1,153
544,2011/1/24,19,1,5.74,7.575,54,11.0014,1,0,1,1,106
545,2011/1/24,20,1,5.74,6.82,59,12.998,1,0,1,1,81
546,2011/1/24,21,1,5.74,7.575,63,11.0014,1,0,1,1,59
547,2011/1/24,22,2,5.74,6.82,63,15.0013,1,0,1,1,35
548,2011/1/24,23,2,6.56,7.575,64,16.9979,1,0,1,1,24
549,2011/1/25,0,2,6.56,6.82,69,19.0012,1,0,2,1,9
550,2011/1/25,1,2,6.56,8.335,69,11.0014,1,0,2,1,5
551,2011/1/25,2,1,6.56,7.575,69,15.0013,1,0,2,1,2
552,2011/1/25,4,1,5.74,8.335,74,7.0015,1,0,2,1,1
553,2011/1/25,5,1,5.74,6.82,74,15.0013,1,0,2,1,9
554,2011/1/25,6,1,6.56,9.09,74,7.0015,1,0,2,1,36
555,2011/1/25,7,1,6.56,7.575,74,15.0013,1,0,2,1,108
556,2011/1/25,8,2,6.56,9.09,74,8.9981,1,0,2,1,238
557,2011/1/25,9,2,8.2,11.365,64,6.0032,1,0,2,1,144
558,2011/1/25,10,2,9.02,12.12,60,7.0015,1,0,2,1,55
559,2011/1/25,11,2,9.84,12.12,60,8.9981,1,0,2,1,61
560,2011/1/25,12,2,10.66,14.395,56,6.0032,1,0,2,1,106
561,2011/1/25,13,2,10.66,13.635,56,8.9981,1,0,2,1,93
562,2011/1/25,14,2,12.3,16.665,45,0,1,0,2,1,68
563,2011/1/25,15,2,13.12,17.425,42,0,1,0,2,1,84
564,2011/1/25,16,2,13.12,17.425,42,0,1,0,2,1,116
565,2011/1/25,17,1,12.3,16.665,45,0,1,0,2,1,222
566,2011/1/25,18,2,12.3,15.91,49,6.0032,1,0,2,1,225
567,2011/1/25,19,2,10.66,12.88,65,11.0014,1,0,2,1,146
568,2011/1/25,20,1,9.84,11.365,65,12.998,1,0,2,1,119
569,2011/1/25,21,1,9.84,11.365,65,12.998,1,0,2,1,45
570,2011/1/25,22,1,9.02,11.365,64,11.0014,1,0,2,1,53
571,2011/1/25,23,2,9.02,11.365,64,11.0014,1,0,2,1,40
572,2011/1/26,0,2,9.02,11.365,69,8.9981,1,0,3,1,17
573,2011/1/26,1,2,9.84,12.12,65,8.9981,1,0,3,1,5
574,2011/1/26,2,3,9.02,11.365,69,12.998,1,0,3,1,10
575,2011/1/26,5,3,8.2,9.09,86,19.0012,1,0,3,1,1
576,2011/1/26,6,3,8.2,9.09,86,19.0012,1,0,3,1,8
577,2011/1/26,7,3,9.02,10.605,87,19.9995,1,0,3,1,30
578,2011/1/26,8,3,9.02,10.605,87,19.9995,1,0,3,1,72
579,2011/1/26,9,3,9.02,10.605,87,19.9995,1,0,3,1,58
580,2011/1/26,10,3,9.02,10.605,93,19.0012,1,0,3,1,28
581,2011/1/26,11,3,9.02,9.85,93,22.0028,1,0,3,1,41
582,2011/1/26,12,3,9.02,9.85,93,22.0028,1,0,3,1,48
583,2011/1/26,13,3,9.02,9.85,93,22.0028,1,0,3,1,47
584,2011/1/26,14,3,9.02,9.85,93,23.9994,1,0,3,1,36
585,2011/1/26,15,3,9.02,9.09,93,31.0009,1,0,3,1,43
586,2011/1/26,16,4,9.02,9.85,93,22.0028,1,0,3,1,36
587,2011/1/26,17,3,8.2,9.09,93,23.9994,1,0,3,1,26
588,2011/1/27,16,1,9.02,11.365,55,12.998,1,0,4,1,24
589,2011/1/27,17,1,9.02,12.12,55,7.0015,1,0,4,1,84
590,2011/1/27,18,1,8.2,11.365,69,6.0032,1,0,4,1,104
591,2011/1/27,19,1,8.2,11.365,69,6.0032,1,0,4,1,79
592,2011/1/27,20,1,7.38,10.605,74,6.0032,1,0,4,1,59
593,2011/1/27,21,1,7.38,10.605,74,6.0032,1,0,4,1,38
594,2011/1/27,22,1,7.38,10.605,74,6.0032,1,0,4,1,27
595,2011/1/27,23,1,7.38,9.85,80,11.0014,1,0,4,1,16
596,2011/1/28,0,2,8.2,10.605,75,8.9981,1,0,5,1,9
597,2011/1/28,1,2,8.2,10.605,75,8.9981,1,0,5,1,3
598,2011/1/28,2,2,8.2,10.605,75,11.0014,1,0,5,1,2
599,2011/1/28,3,2,8.2,11.365,75,7.0015,1,0,5,1,1
600,2011/1/28,5,2,7.38,10.605,80,7.0015,1,0,5,1,4
601,2011/1/28,6,2,7.38,9.85,80,8.9981,1,0,5,1,16
602,2011/1/28,7,2,6.56,9.85,86,6.0032,1,0,5,1,60
603,2011/1/28,8,2,6.56,9.85,86,6.0032,1,0,5,1,157
604,2011/1/28,9,3,7.38,10.605,86,6.0032,1,0,5,1,101
605,2011/1/28,10,3,7.38,10.605,86,7.0015,1,0,5,1,49
606,2011/1/28,11,3,7.38,10.605,93,7.0015,1,0,5,1,30
607,2011/1/28,12,3,7.38,10.605,93,7.0015,1,0,5,1,29
608,2011/1/28,13,3,7.38,10.605,93,7.0015,1,0,5,1,31
609,2011/1/28,14,3,9.02,13.635,80,0,1,0,5,1,38
610,2011/1/28,15,2,8.2,12.88,86,0,1,0,5,1,41
611,2011/1/28,16,1,9.02,13.635,80,0,1,0,5,1,80
612,2011/1/28,17,1,9.84,12.12,75,8.9981,1,0,5,1,149
613,2011/1/28,18,1,9.84,11.365,75,12.998,1,0,5,1,109
614,2011/1/28,19,2,9.84,12.12,75,8.9981,1,0,5,1,89
615,2011/1/28,20,2,9.84,11.365,70,12.998,1,0,5,1,62
616,2011/1/28,21,2,9.02,11.365,75,8.9981,1,0,5,1,58
617,2011/1/28,22,1,9.84,10.605,65,23.9994,1,0,5,1,26
618,2011/1/28,23,1,9.84,11.365,60,15.0013,1,0,5,1,23
619,2011/1/29,0,1,9.02,9.85,64,23.9994,1,0,6,0,28
620,2011/1/29,1,1,9.02,11.365,64,12.998,1,0,6,0,20
621,2011/1/29,2,1,9.02,11.365,64,11.0014,1,0,6,0,15
622,2011/1/29,3,1,8.2,10.605,64,8.9981,1,0,6,0,8
623,2011/1/29,4,1,6.56,9.09,69,7.0015,1,0,6,0,3
624,2011/1/29,6,1,6.56,9.09,64,8.9981,1,0,6,0,2
625,2011/1/29,7,1,6.56,9.09,59,7.0015,1,0,6,0,5
626,2011/1/29,8,1,7.38,9.85,55,11.0014,1,0,6,0,34
627,2011/1/29,9,1,7.38,10.605,59,6.0032,1,0,6,0,34
628,2011/1/29,10,2,7.38,10.605,64,7.0015,1,0,6,0,55
629,2011/1/29,11,2,7.38,9.85,64,8.9981,1,0,6,0,64
630,2011/1/29,12,2,8.2,9.85,59,12.998,1,0,6,0,78
631,2011/1/29,13,2,9.02,11.365,55,11.0014,1,0,6,0,65
632,2011/1/29,14,2,9.02,11.365,60,8.9981,1,0,6,0,99
633,2011/1/29,15,1,9.02,10.605,69,16.9979,1,0,6,0,120
634,2011/1/29,16,1,9.84,12.12,60,11.0014,1,0,6,0,107
635,2011/1/29,17,1,9.84,14.395,60,0,1,0,6,0,91
636,2011/1/29,18,1,9.02,11.365,69,8.9981,1,0,6,0,68
637,2011/1/29,19,2,9.02,10.605,69,16.9979,1,0,6,0,58
638,2011/1/29,20,1,7.38,10.605,74,6.0032,1,0,6,0,43
639,2011/1/29,21,1,7.38,10.605,74,6.0032,1,0,6,0,36
640,2011/1/29,22,1,6.56,9.85,80,6.0032,1,0,6,0,32
641,2011/1/29,23,1,6.56,9.85,80,6.0032,1,0,6,0,33
642,2011/1/30,0,1,6.56,9.09,80,7.0015,1,0,0,0,33
643,2011/1/30,1,1,5.74,10.605,80,0,1,0,0,0,29
644,2011/1/30,2,1,6.56,11.365,80,0,1,0,0,0,11
645,2011/1/30,3,1,5.74,10.605,93,0,1,0,0,0,8
646,2011/1/30,4,1,5.74,10.605,93,0,1,0,0,0,1
647,2011/1/30,5,1,5.74,10.605,86,0,1,0,0,0,3
648,2011/1/30,7,1,5.74,10.605,86,0,1,0,0,0,3
649,2011/1/30,8,2,5.74,10.605,86,0,1,0,0,0,12
650,2011/1/30,9,2,6.56,11.365,80,0,1,0,0,0,38
651,2011/1/30,10,2,7.38,12.12,80,0,1,0,0,0,64
652,2011/1/30,11,1,9.02,13.635,75,0,1,0,0,0,59
653,2011/1/30,12,1,12.3,15.91,52,7.0015,1,0,0,0,97
654,2011/1/30,13,1,11.48,14.395,61,7.0015,1,0,0,0,84
655,2011/1/30,14,1,11.48,15.15,61,6.0032,1,0,0,0,122
656,2011/1/30,15,1,12.3,16.665,56,0,1,0,0,0,109
657,2011/1/30,16,1,12.3,16.665,56,0,1,0,0,0,123
658,2011/1/30,17,1,12.3,14.395,56,12.998,1,0,0,0,77
659,2011/1/30,18,1,10.66,12.88,65,11.0014,1,0,0,0,65
660,2011/1/30,19,1,10.66,12.88,65,12.998,1,0,0,0,55
661,2011/1/30,20,2,10.66,13.635,65,7.0015,1,0,0,0,33
662,2011/1/30,21,2,9.84,12.12,70,11.0014,1,0,0,0,28
663,2011/1/30,22,2,9.84,11.365,70,12.998,1,0,0,0,21
664,2011/1/30,23,2,9.84,10.605,65,19.0012,1,0,0,0,21
665,2011/1/31,0,2,9.84,11.365,65,15.0013,1,0,1,1,7
666,2011/1/31,1,1,9.02,10.605,64,16.9979,1,0,1,1,7
667,2011/1/31,2,1,9.02,11.365,64,12.998,1,0,1,1,1
668,2011/1/31,3,1,9.02,11.365,64,12.998,1,0,1,1,2
669,2011/1/31,4,1,8.2,9.85,59,15.0013,1,0,1,1,2
670,2011/1/31,5,1,7.38,8.335,64,19.0012,1,0,1,1,8
671,2011/1/31,6,1,6.56,6.82,69,22.0028,1,0,1,1,37
672,2011/1/31,7,2,6.56,6.82,64,19.0012,1,0,1,1,72
673,2011/1/31,8,2,6.56,6.82,59,19.0012,1,0,1,1,185
674,2011/1/31,9,2,6.56,6.82,59,19.9995,1,0,1,1,112
675,2011/1/31,10,2,6.56,7.575,59,12.998,1,0,1,1,69
676,2011/1/31,11,2,6.56,7.575,59,12.998,1,0,1,1,48
677,2011/1/31,12,2,7.38,10.605,55,7.0015,1,0,1,1,68
678,2011/1/31,13,2,6.56,11.365,59,0,1,0,1,1,54
679,2011/1/31,14,2,7.38,9.85,55,8.9981,1,0,1,1,86
680,2011/1/31,15,2,6.56,9.09,59,8.9981,1,0,1,1,44
681,2011/1/31,16,2,6.56,9.09,56,12.998,1,0,1,1,86
682,2011/1/31,17,2,6.56,7.575,59,12.998,1,0,1,1,161
683,2011/1/31,18,2,6.56,7.575,55,15.0013,1,0,1,1,156
684,2011/1/31,19,1,12.3,15.91,61,7.0015,1,0,1,1,111
685,2011/1/31,20,3,6.56,8.335,59,11.0014,1,0,1,1,78
686,2011/1/31,21,3,6.56,9.85,59,6.0032,1,0,1,1,56
687,2011/1/31,22,2,6.56,9.09,59,7.0015,1,0,1,1,34
688,2011/1/31,23,2,6.56,9.85,64,6.0032,1,0,1,1,17
689,2011/2/1,0,2,6.56,9.09,64,7.0015,1,0,2,1,8
690,2011/2/1,1,2,6.56,9.09,69,7.0015,1,0,2,1,3
691,2011/2/1,2,2,6.56,11.365,69,0,1,0,2,1,2
692,2011/2/1,3,2,6.56,11.365,69,0,1,0,2,1,2
693,2011/2/1,5,3,5.74,10.605,93,0,1,0,2,1,3
694,2011/2/1,6,3,5.74,10.605,93,0,1,0,2,1,22
695,2011/2/1,7,3,6.56,11.365,93,0,1,0,2,1,52
696,2011/2/1,8,3,6.56,11.365,93,0,1,0,2,1,135
697,2011/2/1,9,2,6.56,11.365,93,0,1,0,2,1,116
698,2011/2/1,10,2,6.56,11.365,93,0,1,0,2,1,47
699,2011/2/1,11,2,7.38,12.12,86,0,1,0,2,1,51
700,2011/2/1,12,2,8.2,12.88,86,0,1,0,2,1,55
701,2011/2/1,13,2,8.2,12.88,86,0,1,0,2,1,52
702,2011/2/1,14,2,9.02,12.88,80,6.0032,1,0,2,1,54
703,2011/2/1,15,2,9.84,14.395,75,0,1,0,2,1,52
704,2011/2/1,16,2,9.84,12.12,75,8.9981,1,0,2,1,64
705,2011/2/1,17,2,9.84,14.395,75,0,1,0,2,1,176
706,2011/2/1,18,2,9.84,12.88,81,7.0015,1,0,2,1,168
707,2011/2/1,19,2,9.84,12.12,81,8.9981,1,0,2,1,108
708,2011/2/1,20,2,9.02,11.365,87,8.9981,1,0,2,1,74
709,2011/2/1,21,2,9.02,11.365,87,8.9981,1,0,2,1,64
710,2011/2/1,22,2,9.02,12.88,87,6.0032,1,0,2,1,36
711,2011/2/1,23,3,8.2,9.85,93,12.998,1,0,2,1,16
712,2011/2/2,0,3,9.02,12.12,93,7.0015,1,0,3,1,2
713,2011/2/2,1,3,9.02,11.365,93,12.998,1,0,3,1,3
714,2011/2/2,2,3,9.02,11.365,93,8.9981,1,0,3,1,4
715,2011/2/2,3,3,9.02,11.365,93,8.9981,1,0,3,1,1
716,2011/2/2,4,3,9.02,10.605,93,19.0012,1,0,3,1,1
717,2011/2/2,5,3,9.02,12.12,93,7.0015,1,0,3,1,3
718,2011/2/2,6,3,9.02,12.12,93,7.0015,1,0,3,1,18
719,2011/2/2,7,3,9.02,10.605,93,15.0013,1,0,3,1,49
720,2011/2/2,8,3,9.02,10.605,93,15.0013,1,0,3,1,155
721,2011/2/2,9,2,9.84,12.88,93,6.0032,1,0,3,1,123
722,2011/2/2,10,2,9.02,13.635,100,0,1,0,3,1,61
723,2011/2/2,11,2,9.84,11.365,93,12.998,1,0,3,1,52
724,2011/2/2,12,2,9.84,11.365,93,15.0013,1,0,3,1,64
725,2011/2/2,13,1,13.94,16.665,93,11.0014,1,0,3,1,75
726,2011/2/2,14,1,15.58,19.695,82,26.0027,1,0,3,1,63
727,2011/2/2,15,1,15.58,19.695,76,22.0028,1,0,3,1,76
728,2011/2/2,16,1,14.76,16.665,71,19.9995,1,0,3,1,103
729,2011/2/2,17,1,14.76,15.91,53,35.0008,1,0,3,1,190
730,2011/2/2,18,1,13.94,14.395,42,36.9974,1,0,3,1,182
731,2011/2/2,19,1,11.48,12.12,45,32.9975,1,0,3,1,91
732,2011/2/2,20,1,9.84,9.85,48,36.9974,1,0,3,1,75
733,2011/2/2,21,1,9.02,9.85,47,22.0028,1,0,3,1,63
734,2011/2/2,22,1,9.02,10.605,44,16.9979,1,0,3,1,40
735,2011/2/2,23,1,8.2,8.335,44,30.0026,1,0,3,1,32
736,2011/2/3,0,1,8.2,8.335,40,30.0026,1,0,4,1,12
737,2011/2/3,1,1,8.2,7.575,44,35.0008,1,0,4,1,5
738,2011/2/3,2,1,7.38,8.335,43,16.9979,1,0,4,1,2
739,2011/2/3,3,1,7.38,8.335,43,16.9979,1,0,4,1,1
740,2011/2/3,5,1,6.56,6.82,50,19.9995,1,0,4,1,2
741,2011/2/3,6,1,6.56,6.82,43,23.9994,1,0,4,1,39
742,2011/2/3,7,1,5.74,6.06,50,22.0028,1,0,4,1,87
743,2011/2/3,8,1,5.74,6.06,50,23.9994,1,0,4,1,188
744,2011/2/3,9,1,6.56,6.82,47,19.9995,1,0,4,1,133
745,2011/2/3,10,1,7.38,7.575,43,22.0028,1,0,4,1,52
